StudentNumber,Suruna Value,Hurni Level,Lal Count,Volta,Ratios,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104,
1001662,doot,medium,65,3 star,1.07544403,NG,8.0,7.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,8.0,8.0,NG,8.0,NG,NG,8.0,8.0,8.0,8.0,NG,NG,7.0,
1001738,lobi,full,90,3 star,1.07544403,NG,8.0,7.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,NG,NG,9.0,8.0,7.0,NG,8.0,7.0,NG,7.0,NG,NG,9.0,7.0,9.0,9.0,NG,NG,6.0,
1001750,nulp,high,90,4 star,1.07544403,NG,9.0,7.0,7.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,9.0,7.0,8.0,NG,8.0,9.0,NG,8.0,NG,NG,8.0,7.0,6.0,8.0,NG,NG,7.0,
1001796,lobi,full,92,5 star,1.07544403,NG,8.0,9.0,8.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,7.0,NG,7.0,NG,NG,9.0,8.0,7.0,8.0,NG,NG,7.0,
1002076,nulp,high,60,1 star,1.07544403,NG,9.0,6.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,8.0,NG,6.0,NG,NG,8.0,8.0,8.0,8.0,NG,NG,6.0,
1002093,nulp,high,78,3 star,1.07544403,NG,8.0,7.0,8.0,NG,NG,NG,8.0,8.0,9.0,NG,NG,NG,7.0,9.0,7.0,NG,6.0,8.0,NG,7.0,NG,NG,9.0,8.0,9.0,8.0,NG,NG,6.0,
1002147,nulp,high,96,1 star,1.07544403,NG,9.0,8.0,8.0,NG,NG,NG,7.0,8.0,9.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,8.0,NG,6.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1002460,doot,medium,59,1 star,1.07212476,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,10.0,NG,9.0,8.0,6.0,8.0,8.0,NG,7.0,7.0,NG,7.0,7.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0,8.0,
1002648,doot,medium,96,1 star,1.07212476,8.0,10.0,6.0,7.0,7.0,7.0,8.0,7.0,9.0,8.0,NG,6.0,8.0,9.0,8.0,8.0,NG,8.0,9.0,NG,8.0,10.0,6.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,
1002427,doot,medium,91,1 star,1.07074366,8.0,9.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,9.0,NG,9.0,7.0,7.0,9.0,7.0,NG,6.0,9.0,NG,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,NG,7.0,
1002621,nulp,high,97,2 star,1.07074366,7.0,8.0,8.0,9.0,NG,8.0,9.0,7.0,7.0,8.0,NG,7.0,8.0,9.0,8.0,9.0,NG,7.0,8.0,NG,9.0,8.0,7.0,8.0,7.0,6.0,9.0,7.0,5.0,8.0,
1000058,doot,low,59,4 star,1.06846063,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000251,doot,medium,71,5 star,1.06846063,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000363,doot,low,82,4 star,1.06846063,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000585,nulp,high,74,3 star,1.06846063,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000674,lobi,high,77,2 star,1.06846063,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000705,nulp,medium,72,4 star,1.06846063,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,6.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000748,lobi,full,68,3 star,1.06846063,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000807,doot,medium,59,5 star,1.06846063,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000871,lobi,full,100,1 star,1.06846063,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000873,lobi,high,67,1 star,1.06846063,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000932,nulp,high,100,4 star,1.06846063,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001021,nulp,high,83,1 star,1.06846063,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001029,doot,medium,68,1 star,1.06846063,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,9.0,7.0,NG,NG,NG,
1001089,nulp,low,91,2 star,1.06846063,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,8.0,10.0,NG,NG,NG,
1001182,nulp,medium,64,3 star,1.06846063,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001251,doot,medium,75,1 star,1.06846063,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001277,nulp,medium,82,1 star,1.06846063,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1001328,nulp,full,80,1 star,1.06846063,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001795,nulp,high,77,2 star,1.06729672,NG,10.0,6.0,7.0,NG,NG,NG,7.0,9.0,7.0,NG,NG,NG,9.0,7.0,8.0,NG,7.0,9.0,NG,8.0,NG,NG,7.0,7.0,7.0,9.0,NG,NG,7.0,
1002059,lobi,full,100,2 star,1.06729672,NG,8.0,7.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,NG,NG,8.0,9.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,8.0,
1002217,lobi,full,66,5 star,1.06699497,8.0,9.0,6.0,8.0,8.0,8.0,8.0,8.0,10.0,7.0,NG,7.0,9.0,9.0,8.0,6.0,NG,8.0,8.0,NG,7.0,9.0,7.0,7.0,6.0,7.0,9.0,6.0,8.0,7.0,
1002786,lobi,full,75,1 star,1.06699497,7.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0,NG,7.0,9.0,9.0,7.0,7.0,NG,7.0,8.0,NG,7.0,9.0,6.0,8.0,7.0,7.0,9.0,6.0,9.0,7.0,
1001853,doot,medium,83,4 star,1.06443008,NG,8.0,7.0,7.0,NG,NG,NG,7.0,8.0,10.0,NG,NG,NG,8.0,8.0,9.0,NG,7.0,8.0,NG,9.0,NG,NG,8.0,7.0,7.0,9.0,NG,NG,7.0,
1002369,doot,medium,83,4 star,1.06443008,9.0,9.0,7.0,7.0,7.0,6.0,8.0,6.0,8.0,8.0,NG,6.0,8.0,8.0,8.0,9.0,NG,8.0,9.0,NG,7.0,9.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,6.0,
1000961,nulp,high,87,5 star,1.06275304,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002214,nulp,high,87,5 star,1.06275304,8.0,9.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,6.0,NG,8.0,9.0,9.0,8.0,8.0,NG,7.0,9.0,NG,8.0,9.0,NG,7.0,7.0,8.0,10.0,7.0,7.0,6.0,
1000222,doot,nothing,88,4 star,1.06186519,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,NG,8.0,NG,NG,NG,
1000272,lobi,full,76,2 star,1.06186519,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000764,doot,low,95,4 star,1.06186519,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,NG,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002226,nulp,high,87,3 star,1.06186519,8.0,8.0,7.0,7.0,8.0,7.0,9.0,7.0,8.0,9.0,NG,7.0,9.0,7.0,8.0,8.0,NG,9.0,8.0,NG,8.0,8.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,9.0,
1002480,nulp,high,100,2 star,1.06186519,7.0,9.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,9.0,NG,8.0,7.0,7.0,8.0,8.0,NG,6.0,7.0,NG,8.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,9.0,8.0,
1002589,lobi,full,76,2 star,1.06186519,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,NG,7.0,9.0,7.0,8.0,8.0,NG,7.0,7.0,NG,6.0,8.0,7.0,9.0,7.0,8.0,8.0,7.0,9.0,7.0,
1002728,nulp,high,71,3 star,1.06186519,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,NG,7.0,7.0,8.0,8.0,8.0,NG,7.0,8.0,NG,8.0,9.0,7.0,8.0,8.0,7.0,7.0,7.0,9.0,7.0,
1002747,nulp,high,81,3 star,1.06186519,7.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,NG,8.0,8.0,8.0,7.0,7.0,NG,6.0,8.0,NG,8.0,8.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,
1000809,doot,medium,72,5 star,1.0593003,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1002676,doot,medium,72,5 star,1.0593003,8.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.0,9.0,NG,8.0,8.0,8.0,7.0,9.0,NG,8.0,8.0,NG,9.0,8.0,7.0,8.0,6.0,7.0,8.0,8.0,6.0,8.0,
1001357,nulp,high,71,1 star,1.05914942,NG,8.0,8.0,7.0,NG,NG,NG,8.0,7.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,9.0,6.0,7.0,8.0,NG,NG,8.0,
1001735,doot,medium,95,1 star,1.05914942,NG,9.0,7.0,8.0,NG,NG,NG,7.0,7.0,9.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,8.0,NG,9.0,NG,NG,8.0,7.0,8.0,7.0,NG,NG,6.0,
1001911,lobi,full,73,1 star,1.05914942,NG,9.0,7.0,8.0,NG,NG,NG,6.0,10.0,7.0,NG,NG,NG,9.0,7.0,7.0,NG,8.0,8.0,NG,7.0,NG,NG,8.0,6.0,8.0,9.0,NG,NG,6.0,
1001936,lobi,full,61,2 star,1.05914942,NG,9.0,6.0,9.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,7.0,NG,8.0,NG,NG,8.0,7.0,7.0,9.0,NG,NG,5.0,
1002023,doot,medium,90,4 star,1.05914942,NG,8.0,8.0,7.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,8.0,7.0,9.0,NG,6.0,8.0,NG,8.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1002202,doot,medium,60,2 star,1.05914942,NG,8.0,8.0,7.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,8.0,7.0,9.0,NG,6.0,9.0,NG,8.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,8.0,
1002334,nulp,high,94,1 star,1.05673541,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,7.0,8.0,NG,8.0,8.0,7.0,8.0,7.0,NG,7.0,8.0,NG,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,9.0,
1002488,nulp,high,98,5 star,1.05673541,8.0,8.0,6.0,7.0,7.0,7.0,8.0,7.0,9.0,8.0,NG,7.0,9.0,9.0,8.0,8.0,NG,7.0,9.0,NG,8.0,8.0,7.0,7.0,7.0,7.0,9.0,6.0,8.0,7.0,
1002540,doot,medium,89,4 star,1.05673541,8.0,8.0,7.0,7.0,7.0,8.0,9.0,6.0,8.0,8.0,NG,7.0,9.0,8.0,7.0,8.0,NG,7.0,9.0,NG,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,
1002664,nulp,high,98,2 star,1.05673541,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,NG,7.0,9.0,8.0,8.0,9.0,NG,8.0,8.0,NG,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,
1001864,nulp,high,66,1 star,1.05507577,NG,8.0,7.0,9.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,9.0,7.0,8.0,8.0,NG,NG,6.0,
1002140,nulp,high,66,1 star,1.05507577,NG,8.0,8.0,9.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,6.0,9.0,8.0,NG,7.0,8.0,NG,6.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,6.0,
1002290,lobi,full,89,4 star,1.05476241,7.0,9.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,NG,8.0,7.0,8.0,9.0,7.0,NG,7.0,7.0,NG,7.0,8.0,NG,9.0,7.0,8.0,7.0,6.0,8.0,7.0,
1001673,doot,medium,79,4 star,1.05417051,NG,9.0,7.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,NG,NG,7.0,7.0,8.0,NG,7.0,7.0,NG,7.0,NG,NG,8.0,7.0,9.0,7.0,NG,NG,7.0,
1002799,doot,medium,79,4 star,1.05417051,8.0,8.0,8.0,8.0,7.0,7.0,9.0,7.0,8.0,9.0,NG,8.0,8.0,8.0,7.0,8.0,NG,7.0,7.0,NG,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,6.0,7.0,
1000264,nulp,medium,72,5 star,1.05263158,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,NG,NG,NG,7.0,NG,NG,NG,NG,NG,8.0,NG,NG,NG,
1001044,lobi,full,66,1 star,1.05160562,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,7.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1002263,doot,medium,81,3 star,1.05160562,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,9.0,NG,9.0,7.0,8.0,8.0,8.0,NG,6.0,8.0,NG,9.0,7.0,7.0,9.0,7.0,8.0,9.0,7.0,6.0,7.0,
1002445,lobi,full,80,2 star,1.05160562,7.0,9.0,7.0,9.0,6.0,8.0,7.0,7.0,8.0,9.0,NG,8.0,8.0,8.0,8.0,6.0,NG,8.0,7.0,NG,6.0,9.0,8.0,9.0,6.0,8.0,7.0,7.0,9.0,6.0,
1002508,lobi,full,66,1 star,1.05160562,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,NG,7.0,8.0,7.0,9.0,7.0,NG,6.0,7.0,NG,7.0,8.0,7.0,9.0,6.0,8.0,8.0,7.0,8.0,6.0,
1002612,nulp,high,60,3 star,1.05160562,8.0,9.0,7.0,7.0,6.0,7.0,7.0,7.0,10.0,7.0,NG,7.0,8.0,8.0,7.0,8.0,NG,8.0,9.0,NG,7.0,9.0,6.0,8.0,7.0,7.0,9.0,6.0,9.0,7.0,
1002615,lobi,full,89,2 star,1.05160562,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,NG,7.0,9.0,8.0,8.0,7.0,NG,7.0,7.0,NG,6.0,9.0,8.0,9.0,7.0,8.0,8.0,6.0,9.0,6.0,
1001496,doot,low,69,2 star,1.05100212,NG,9.0,8.0,8.0,NG,NG,NG,9.0,8.0,8.0,NG,NG,NG,6.0,9.0,7.0,NG,7.0,7.0,NG,6.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1001593,lobi,full,95,1 star,1.05100212,NG,7.0,8.0,8.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,8.0,NG,8.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1001842,lobi,full,71,4 star,1.05100212,NG,9.0,8.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,8.0,6.0,NG,7.0,8.0,NG,7.0,NG,NG,9.0,7.0,7.0,9.0,NG,NG,6.0,
1001940,nulp,high,62,2 star,1.05100212,NG,8.0,7.0,7.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,9.0,8.0,8.0,NG,7.0,8.0,NG,7.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,7.0,
1001966,nulp,high,73,1 star,1.05100212,NG,9.0,7.0,7.0,NG,NG,NG,8.0,8.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,7.0,7.0,NG,8.0,NG,NG,8.0,6.0,7.0,8.0,NG,NG,8.0,
1002018,lobi,full,96,3 star,1.05100212,NG,8.0,7.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,7.0,7.0,9.0,NG,NG,6.0,
1002060,lobi,full,63,2 star,1.05100212,NG,8.0,8.0,8.0,NG,NG,NG,8.0,6.0,9.0,NG,NG,NG,7.0,9.0,7.0,NG,7.0,7.0,NG,7.0,NG,NG,9.0,7.0,8.0,7.0,NG,NG,7.0,
1002074,lobi,full,84,3 star,1.05100212,NG,9.0,7.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,8.0,9.0,7.0,NG,7.0,7.0,NG,6.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,5.0,
1002099,doot,medium,86,4 star,1.05100212,NG,9.0,7.0,6.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,7.0,8.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,7.0,7.0,8.0,8.0,NG,NG,7.0,
1000174,doot,high,83,2 star,1.04867432,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1000302,doot,medium,62,4 star,1.04867432,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000473,doot,nothing,86,2 star,1.04867432,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1000513,doot,high,88,5 star,1.04867432,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1000605,doot,low,77,4 star,1.04867432,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000656,lobi,high,85,4 star,1.04867432,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000667,doot,medium,82,1 star,1.04867432,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000881,doot,low,63,4 star,1.04867432,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001096,nulp,high,79,5 star,1.04867432,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,6.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001104,nulp,medium,87,2 star,1.04867432,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001213,doot,low,84,2 star,1.04867432,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001261,doot,medium,67,3 star,1.04867432,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001281,lobi,full,94,1 star,1.04867432,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1001033,nulp,high,86,4 star,1.04692847,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,9.0,7.0,NG,NG,NG,
1001556,nulp,high,86,4 star,1.04692847,NG,9.0,8.0,8.0,NG,NG,NG,7.0,8.0,9.0,NG,NG,NG,8.0,8.0,7.0,NG,6.0,8.0,NG,8.0,NG,NG,8.0,6.0,7.0,8.0,NG,NG,6.0,
1002235,nulp,high,64,1 star,1.04647584,9.0,8.0,8.0,7.0,7.0,6.0,9.0,6.0,8.0,8.0,NG,6.0,9.0,9.0,7.0,8.0,NG,7.0,8.0,NG,9.0,8.0,8.0,8.0,6.0,7.0,8.0,6.0,7.0,7.0,
1002430,nulp,high,61,5 star,1.04647584,7.0,9.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,NG,7.0,8.0,7.0,8.0,7.0,NG,7.0,7.0,NG,7.0,8.0,7.0,9.0,7.0,6.0,8.0,8.0,8.0,7.0,
1002547,lobi,full,91,3 star,1.04647584,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,NG,8.0,8.0,8.0,8.0,7.0,NG,7.0,7.0,NG,8.0,9.0,6.0,7.0,7.0,6.0,9.0,7.0,7.0,7.0,
1002636,lobi,full,71,1 star,1.04647584,7.0,9.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,NG,7.0,9.0,8.0,7.0,8.0,NG,7.0,8.0,NG,7.0,9.0,7.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,
1002804,nulp,high,76,1 star,1.04647584,8.0,9.0,7.0,7.0,6.0,7.0,9.0,6.0,8.0,8.0,NG,7.0,9.0,8.0,8.0,8.0,NG,8.0,8.0,NG,8.0,9.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,
1001641,nulp,high,78,1 star,1.04391095,NG,8.0,7.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,7.0,8.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,7.0,9.0,9.0,NG,NG,6.0,
1002320,nulp,high,78,1 star,1.04391095,7.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,9.0,9.0,NG,7.0,7.0,7.0,9.0,6.0,NG,7.0,8.0,NG,7.0,8.0,6.0,9.0,7.0,8.0,8.0,6.0,9.0,7.0,
1001371,nulp,medium,75,1 star,1.04285482,NG,9.0,7.0,7.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,6.0,8.0,NG,7.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,5.0,
1001413,lobi,full,87,3 star,1.04285482,NG,9.0,8.0,8.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,9.0,6.0,NG,7.0,6.0,NG,6.0,NG,NG,9.0,7.0,8.0,9.0,NG,NG,6.0,
1001471,nulp,high,60,2 star,1.04285482,NG,8.0,7.0,6.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,7.0,9.0,NG,8.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1001661,nulp,high,66,5 star,1.04285482,NG,7.0,7.0,6.0,NG,NG,NG,8.0,7.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,8.0,8.0,8.0,8.0,NG,NG,7.0,
1001706,nulp,medium,100,5 star,1.04285482,NG,8.0,7.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,8.0,8.0,NG,7.0,NG,NG,7.0,7.0,6.0,9.0,NG,NG,7.0,
1001800,lobi,full,87,3 star,1.04285482,NG,9.0,7.0,8.0,NG,NG,NG,6.0,9.0,7.0,NG,NG,NG,8.0,7.0,7.0,NG,8.0,8.0,NG,8.0,NG,NG,8.0,6.0,8.0,9.0,NG,NG,6.0,
